status,function,function_new,Month,APP,Month in Dates,status2,Months for Analysis,Term
Approved,Old iGV,iGV,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Accepted,Old iGV,iGV,November 2016,0.0,2016-11-01,Accepted,NOV,16.17
Approved,Old oGT,oGTa,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Approved,Old oGV,oGV,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Approved,oGV,oGV,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Approved,oGE,oGTa,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Completed,Old iGV,iGV,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Applied,Old oGV,oGV,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Completed,iGTa,iGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,iGTe,iGTe,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,oGE,oGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,iGV,iGV,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,oGV,oGV,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,oGTa,oGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,oGTe,oGTe,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,iGE,iGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,Old iGT,iGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,Old oGV,oGV,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Completed,Old oGT,oGTa,November 2016,0.0,2016-11-01,Completed,NOV,16.17
Applied,iGTa,iGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Applied,iGTe,iGTe,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Approved,Old iGT,iGTa,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Applied,iGE,iGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Approved,iGE,iGTa,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Applied,iGV,iGV,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Approved,iGV,iGV,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Applied,Old iGV,iGV,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Approved,iGTe,iGTe,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Applied,Old iGT,iGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Approved,iGTa,iGTa,November 2016,0.0,2016-11-01,Approved,NOV,16.17
Remote Realized,iGTe,iGTe,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Remote Realized,iGTa,iGTa,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Remote Realized,iGV,iGV,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Finished,oGTe,oGTe,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Finished,oGTa,oGTa,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Finished,oGV,oGV,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Finished,oGE,oGTa,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Remote Realized,Old iGV,iGV,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Applied,Old oGT,oGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Finished,Old oGT,oGTa,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Finished,Old oGV,oGV,November 2016,0.0,2016-11-01,Finished,NOV,16.17
Applied,oGE,oGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Remote Realized,iGE,iGTa,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Applied,oGV,oGV,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Applied,oGTa,oGTa,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Remote Realized,Old iGT,iGTa,November 2016,0.0,2016-11-01,Remote Realized,NOV,16.17
Applied,oGTe,oGTe,November 2016,0.0,2016-11-01,Applied,NOV,16.17
Open,oGV,oGV,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,oGT Old,oGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,oGE,oGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,oGV,oGV,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,oGTa,oGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,oGTe,oGTe,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGV,iGV,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGT Old,iGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGE,iGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGV,iGV,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGTa,iGTa,November 2016,0.0,2016-11-01,Open,NOV,16.17
Open,iGTe,iGTe,November 2016,0.0,2016-11-01,Open,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Accepted L,Total,Total,November 2016,0.0,2016-11-01,Accepted L,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Realized,Total,Total,November 2016,0.0,2016-11-01,Realized,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Total,Total,Total,November 2016,0.0,2016-11-01,Total,NOV,16.17
Accepted by Host,oGE,oGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,Old iGT,iGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Realized,Old iGV,iGV,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,oGTe,oGTe,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Accepted by Host,oGTa,oGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Accepted by Host,oGV,oGV,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,iGTa,iGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Realized,iGV,iGV,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Realized,iGTe,iGTe,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted,oGTe,oGTe,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted by Host,Old oGT,oGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Accepted,oGTa,oGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted by Host,Old oGV,oGV,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Accepted,oGV,oGV,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Realized,iGE,iGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Finished,iGTa,iGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,iGV,iGV,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,iGTe,iGTe,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Realized,oGTe,oGTe,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,iGTe,iGTe,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,oGTa,oGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,iGTa,iGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,oGV,oGV,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,iGV,iGV,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,oGE,oGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,iGE,iGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,Old oGT,oGTa,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,Old iGT,iGTa,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Realized,Old oGV,oGV,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Accepted by Host,Old iGV,iGV,December 2016,0.0,2016-12-01,Accepted by Host,DEC,16.17
Accepted,oGE,oGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,Old oGT,oGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,Old oGV,oGV,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Approved,oGTe,oGTe,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Approved,oGTa,oGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Finished,iGE,iGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,Old iGT,iGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,Old iGV,iGV,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Remote Realized,oGTe,oGTe,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,oGTa,oGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,Old oGV,oGV,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,Old oGT,oGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,oGE,oGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,oGV,oGV,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Accepted,iGV,iGV,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,iGE,iGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,iGTa,iGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,iGTe,iGTe,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Accepted,Old iGT,iGTa,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Approved,Old iGV,iGV,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Accepted,Old iGV,iGV,December 2016,0.0,2016-12-01,Accepted,DEC,16.17
Approved,Old oGT,oGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Approved,Old oGV,oGV,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Approved,oGV,oGV,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Approved,oGE,oGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Completed,Old iGV,iGV,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Applied,Old oGV,oGV,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Completed,iGTa,iGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,iGTe,iGTe,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,oGE,oGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,iGV,iGV,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,oGV,oGV,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,oGTa,oGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,oGTe,oGTe,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,iGE,iGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,Old iGT,iGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,Old oGV,oGV,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Completed,Old oGT,oGTa,December 2016,0.0,2016-12-01,Completed,DEC,16.17
Applied,iGTa,iGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Applied,iGTe,iGTe,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Approved,Old iGT,iGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Applied,iGE,iGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Approved,iGE,iGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Applied,iGV,iGV,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Approved,iGV,iGV,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Applied,Old iGV,iGV,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Approved,iGTe,iGTe,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Applied,Old iGT,iGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Approved,iGTa,iGTa,December 2016,0.0,2016-12-01,Approved,DEC,16.17
Remote Realized,iGTe,iGTe,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,iGTa,iGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Remote Realized,iGV,iGV,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Finished,oGTe,oGTe,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,oGTa,oGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,oGV,oGV,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,oGE,oGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Remote Realized,Old iGV,iGV,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Applied,Old oGT,oGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Finished,Old oGT,oGTa,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Finished,Old oGV,oGV,December 2016,0.0,2016-12-01,Finished,DEC,16.17
Applied,oGE,oGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Remote Realized,iGE,iGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Applied,oGV,oGV,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Applied,oGTa,oGTa,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Remote Realized,Old iGT,iGTa,December 2016,0.0,2016-12-01,Remote Realized,DEC,16.17
Applied,oGTe,oGTe,December 2016,0.0,2016-12-01,Applied,DEC,16.17
Open,oGV,oGV,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,oGT Old,oGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,oGE,oGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,oGV,oGV,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,oGTa,oGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,oGTe,oGTe,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGV,iGV,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGT Old,iGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGE,iGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGV,iGV,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGTa,iGTa,December 2016,0.0,2016-12-01,Open,DEC,16.17
Open,iGTe,iGTe,December 2016,0.0,2016-12-01,Open,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Accepted L,Total,Total,December 2016,0.0,2016-12-01,Accepted L,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Realized,Total,Total,December 2016,0.0,2016-12-01,Realized,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Total,Total,Total,December 2016,0.0,2016-12-01,Total,DEC,16.17
Accepted by Host,oGE,oGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,Old iGT,iGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Realized,Old iGV,iGV,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,oGTe,oGTe,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Accepted by Host,oGTa,oGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Accepted by Host,oGV,oGV,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,iGTa,iGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Realized,iGV,iGV,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Realized,iGTe,iGTe,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted,oGTe,oGTe,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted by Host,Old oGT,oGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Accepted,oGTa,oGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted by Host,Old oGV,oGV,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Accepted,oGV,oGV,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Realized,iGE,iGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Finished,iGTa,iGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,iGV,iGV,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,iGTe,iGTe,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Realized,oGTe,oGTe,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,iGTe,iGTe,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,oGTa,oGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,iGTa,iGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,oGV,oGV,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,iGV,iGV,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,oGE,oGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,iGE,iGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,Old oGT,oGTa,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,Old iGT,iGTa,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Realized,Old oGV,oGV,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Accepted by Host,Old iGV,iGV,January 2017,0.0,2017-01-01,Accepted by Host,JAN,16.17
Accepted,oGE,oGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,Old oGT,oGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,Old oGV,oGV,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Approved,oGTe,oGTe,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Approved,oGTa,oGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Finished,iGE,iGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,Old iGT,iGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,Old iGV,iGV,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Remote Realized,oGTe,oGTe,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,oGTa,oGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,Old oGV,oGV,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,Old oGT,oGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,oGE,oGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,oGV,oGV,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Accepted,iGV,iGV,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,iGE,iGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,iGTa,iGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,iGTe,iGTe,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Accepted,Old iGT,iGTa,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Approved,Old iGV,iGV,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Accepted,Old iGV,iGV,January 2017,0.0,2017-01-01,Accepted,JAN,16.17
Approved,Old oGT,oGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Approved,Old oGV,oGV,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Approved,oGV,oGV,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Approved,oGE,oGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Completed,Old iGV,iGV,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Applied,Old oGV,oGV,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Completed,iGTa,iGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,iGTe,iGTe,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,oGE,oGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,iGV,iGV,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,oGV,oGV,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,oGTa,oGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,oGTe,oGTe,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,iGE,iGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,Old iGT,iGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,Old oGV,oGV,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Completed,Old oGT,oGTa,January 2017,0.0,2017-01-01,Completed,JAN,16.17
Applied,iGTa,iGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Applied,iGTe,iGTe,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Approved,Old iGT,iGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Applied,iGE,iGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Approved,iGE,iGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Applied,iGV,iGV,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Approved,iGV,iGV,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Applied,Old iGV,iGV,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Approved,iGTe,iGTe,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Applied,Old iGT,iGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Approved,iGTa,iGTa,January 2017,0.0,2017-01-01,Approved,JAN,16.17
Remote Realized,iGTe,iGTe,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,iGTa,iGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Remote Realized,iGV,iGV,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Finished,oGTe,oGTe,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,oGTa,oGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,oGV,oGV,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,oGE,oGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Remote Realized,Old iGV,iGV,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Applied,Old oGT,oGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Finished,Old oGT,oGTa,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Finished,Old oGV,oGV,January 2017,0.0,2017-01-01,Finished,JAN,16.17
Applied,oGE,oGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Remote Realized,iGE,iGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Applied,oGV,oGV,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Applied,oGTa,oGTa,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Remote Realized,Old iGT,iGTa,January 2017,0.0,2017-01-01,Remote Realized,JAN,16.17
Applied,oGTe,oGTe,January 2017,0.0,2017-01-01,Applied,JAN,16.17
Open,oGV,oGV,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,oGT Old,oGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,oGE,oGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,oGV,oGV,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,oGTa,oGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,oGTe,oGTe,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGV,iGV,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGT Old,iGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGE,iGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGV,iGV,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGTa,iGTa,January 2017,0.0,2017-01-01,Open,JAN,16.17
Open,iGTe,iGTe,January 2017,0.0,2017-01-01,Open,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Accepted L,Total,Total,January 2017,0.0,2017-01-01,Accepted L,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Realized,Total,Total,January 2017,0.0,2017-01-01,Realized,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Total,Total,Total,January 2017,0.0,2017-01-01,Total,JAN,16.17
Accepted by Host,oGE,oGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,Old iGT,iGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Realized,Old iGV,iGV,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,oGTe,oGTe,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Accepted by Host,oGTa,oGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Accepted by Host,oGV,oGV,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,iGTa,iGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Realized,iGV,iGV,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Realized,iGTe,iGTe,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted,oGTe,oGTe,February 2017,0.0,2017-02-01,Accepted,FEB,17.18
Accepted by Host,Old oGT,oGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Accepted,oGTa,oGTa,February 2017,0.0,2017-02-01,Accepted,FEB,17.18
Accepted by Host,Old oGV,oGV,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Accepted,oGV,oGV,February 2017,0.0,2017-02-01,Accepted,FEB,17.18
Realized,iGE,iGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Finished,iGTa,iGTa,February 2017,0.0,2017-02-01,Finished,FEB,17.18
Finished,iGV,iGV,February 2017,0.0,2017-02-01,Finished,FEB,17.18
Finished,iGTe,iGTe,February 2017,0.0,2017-02-01,Finished,FEB,17.18
Realized,oGTe,oGTe,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,iGTe,iGTe,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,oGTa,oGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,iGTa,iGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,oGV,oGV,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,iGV,iGV,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,oGE,oGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,iGE,iGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
Realized,Old oGT,oGTa,February 2017,0.0,2017-02-01,Realized,FEB,17.18
Accepted by Host,Old iGT,iGTa,February 2017,0.0,2017-02-01,Accepted by Host,FEB,17.18
